,LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,ADDRESS,LONGITUDE,LATITUDE,PART_CATEGORY
3882,18617336,06/21/2018 11:15:00 AM,WEAPON LAWS,152,"1000 GENESEE AVE, WEST HOLLYWOOD, CA  90046",-118.358,34.089,2
3888,18646034,07/22/2018 09:45:00 PM,NARCOTICS,185,"7100 FOUNTAIN AVE, WEST HOLLYWOOD, CA",-118.344,34.093,2
3891,18648306,07/25/2018 07:30:00 AM,LARCENY THEFT,384,"1100 N LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.091,1
3907,18483190,02/08/2018 02:00:00 AM,BURGLARY,71,"9100 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.39,34.09,1
3931,18471786,01/26/2018 06:00:00 PM,BURGLARY,78,"9000 MELROSE AVE, WEST HOLLYWOOD, CA",-118.388,34.08,1
3977,18732503,10/18/2018 09:00:00 PM,GRAND THEFT AUTO,91,"8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.38,34.087,1
4000,18466031,01/24/2018 01:30:00 AM,LARCENY THEFT,385,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.081,1
4039,18614845,06/19/2018 10:50:00 AM,WEAPON LAWS,151,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.363,34.09,2
4147,18519129,02/13/2018 06:00:00 PM,VANDALISM,261,"1000 POINSETTIA PL, WEST HOLLYWOOD, CA",-118.349,34.089,2
4148,18456199,01/14/2018 01:03:00 AM,VANDALISM,261,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.345,34.09,2
4210,18488415,02/14/2018 01:00:00 AM,FELONIES MISCELLANEOUS,326,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.349,34.09,2
4219,18515002,03/12/2018 10:00:00 PM,LARCENY THEFT,383,"1200 N LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.093,1
4245,18466886,01/24/2018 05:15:00 PM,WEAPON LAWS,151,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.369,34.09,2
4384,18460947,01/18/2018 05:00:00 AM,LARCENY THEFT,86,"1200 LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.092,1
4412,18459231,01/17/2018 02:00:00 AM,LARCENY THEFT,340,"600 WEST KNOLL DR, WEST HOLLYWOOD, CA  90069",-118.377,34.083,1
4413,18460120,01/18/2018 06:15:00 AM,SEX OFFENSES MISDEMEANORS,130,"1100 PALM AVE, WEST HOLLYWOOD, CA  90069",-118.382,34.09,2
4436,18457331,01/15/2018 01:30:00 PM,LARCENY THEFT,389,"900 HAMMOND ST, WEST HOLLYWOOD, CA  90069",-118.387,34.087,1
4637,18499231,02/19/2018 03:00:00 AM,LARCENY THEFT,389,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
4657,18448780,01/06/2018 12:15:00 PM,ROBBERY,41,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.35,34.09,1
4774,18732049,10/20/2018 02:20:00 AM,DRUNK / ALCOHOL / DRUGS,201,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,2
4775,18732760,10/21/2018 03:02:00 AM,MISDEMEANORS MISCELLANEOUS,399,"ORANGE GROVE AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.36,34.09,2
4778,18733320,10/21/2018 08:14:00 PM,NON-AGGRAVATED ASSAULTS,144,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,2
4791,18446209,01/03/2018 11:15:00 PM,DRUNK / ALCOHOL / DRUGS,201,"7800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.36,34.09,2
4792,18629349,07/04/2018 09:50:00 AM,MISDEMEANORS MISCELLANEOUS,399,"MELROSE AVE AND LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.376,34.081,2
4793,18591926,05/27/2018 01:55:00 AM,DRUNK / ALCOHOL / DRUGS,201,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.083,2
4794,18651323,07/28/2018 02:14:26 AM,NON-AGGRAVATED ASSAULTS,144,"9200 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.393,34.09,2
4865,18460635,01/16/2018 07:30:00 AM,LARCENY THEFT,87,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.373,34.095,1
5064,18521254,03/17/2018 06:00:00 AM,LARCENY THEFT,340,"800 SWEETZER AVE, WEST HOLLYWOOD, CA",-118.37,34.086,1
5066,18521361,03/17/2018 02:00:00 PM,LARCENY THEFT,340,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.371,34.09,1
5069,18520936,03/17/2018 12:57:30 AM,LARCENY THEFT,340,"ALMONT DR AND MELROSE BLVD, WEST HOLLYWOOD, CA  90069",-118.387,34.08,1
5132,18761191,11/20/2018 09:21:00 PM,NARCOTICS,185,"LA BREA AVE AND LEXINGTON AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.092,2
5165,18511595,11/20/2017 02:00:00 PM,LARCENY THEFT,87,"8200 NORTON AVE, WEST HOLLYWOOD, CA",-118.367,34.091,1
5166,18499696,02/24/2018 03:00:00 AM,LARCENY THEFT,389,"ROBERTSON BLVD AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.084,1
5230,18465266,01/23/2018 01:27:30 AM,LARCENY THEFT,81,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
5263,18463654,01/21/2018 03:30:00 AM,LARCENY THEFT,384,"1000 SWEETZER ST, WEST HOLLYWOOD, CA  90069",-118.369,34.089,1
5264,18463717,01/21/2018 08:45:00 PM,VANDALISM,263,"1200 CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA  90069",-118.365,34.093,2
5265,18464422,01/22/2018 01:55:00 AM,LARCENY THEFT,387,"1200 HAYWORTH AVE, WEST HOLLYWOOD, CA",-118.362,34.092,1
5268,18469314,01/26/2018 07:20:00 PM,BURGLARY,62,"900 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.385,34.088,1
5272,18483034,02/08/2018 12:28:00 PM,MISDEMEANORS MISCELLANEOUS,399,"8300 ROMAINE ST, WEST HOLLYWOOD, CA",-118.372,34.088,2
5348,18608300,06/12/2018 04:36:00 PM,NARCOTICS,185,"ROMAINE AVE AND CROFT AVE, WEST HOLLYWOOD, CA",-118.374,34.088,2
5438,18548896,04/01/2018 12:00:00 AM,LARCENY THEFT,387,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
5456,18470669,01/28/2018 01:58:24 PM,GRAND THEFT AUTO,91,"600 LA PEER DR, WEST HOLLYWOOD, CA",-118.386,34.081,1
5565,18594292,05/30/2018 11:50:00 PM,NARCOTICS,185,"1000 SWEETZER AVE, WEST HOLLYWOOD, CA",-118.37,34.089,2
5594,18556645,04/22/2018 01:25:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
5606,18592166,05/26/2018 11:00:00 AM,LARCENY THEFT,84,"8700 DORRINGTON AVE, WEST HOLLYWOOD, CA  90069",-118.382,34.079,1
5607,18593513,05/29/2018 10:08:00 AM,NON-AGGRAVATED ASSAULTS,144,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.378,34.088,2
5721,18719194,10/06/2018 10:00:00 PM,OFFENSES AGAINST FAMILY,172,"1000 GENESEE AVE, WEST HOLLYWOOD, CA  90046",-118.358,34.089,2
5920,18449214,01/07/2018 01:10:00 AM,LARCENY THEFT,340,"WEST KNOLL DR AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.377,34.088,1
5954,18594167,05/29/2018 06:20:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
5969,18565849,05/01/2018 01:10:00 PM,NARCOTICS,181,"HAVENHURST DR AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.367,34.09,2
5970,18567265,05/02/2018 06:30:00 PM,NARCOTICS,185,"SPAULDING AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90048",-118.357,34.09,2
5971,18575453,05/10/2018 05:41:00 PM,NARCOTICS,185,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
5972,18580360,05/15/2018 11:55:00 PM,NARCOTICS,185,"SANTA MONICA BLVD AND SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.085,2
6046,18657822,08/03/2018 11:00:00 PM,LARCENY THEFT,340,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
6051,18660412,08/01/2018 12:00:00 PM,LARCENY THEFT,350,"8600 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.379,34.087,1
6058,18447149,01/04/2018 08:40:00 PM,DRUNK / ALCOHOL / DRUGS,201,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
6066,18493878,02/18/2018 03:45:00 AM,LARCENY THEFT,340,"1200 N LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.092,1
6069,18495362,02/19/2018 10:37:00 PM,LARCENY THEFT,389,"500 HUNTLEY DR, WEST HOLLYWOOD, CA  90069",-118.38,34.08,1
6154,18719454,10/06/2018 01:30:00 PM,VANDALISM,263,"1200 N SWEETZER AVE, WEST HOLLYWOOD, CA",-118.369,34.093,2
6166,18737920,10/26/2018 03:00:00 AM,LARCENY THEFT,87,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.374,34.094,1
6226,18645388,07/21/2018 09:33:00 PM,LARCENY THEFT,387,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.376,34.094,1
6327,18474188,01/27/2018 04:15:00 PM,NON-AGGRAVATED ASSAULTS,144,"500 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.081,2
6336,18534573,03/31/2018 02:41:00 PM,LARCENY THEFT,383,"8500 MELROSE AVE, WEST HOLLYWOOD, CA  90069",-118.376,34.082,1
6389,18600580,06/05/2018 07:20:00 AM,NARCOTICS,183,"1100 N LA BREA AVE, WEST HOLLYWOOD, CA",-118.343,34.091,2
6408,18789002,12/21/2018 12:00:00 AM,NARCOTICS,185,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.372,34.09,2
6409,18789305,12/22/2018 10:38:00 AM,NARCOTICS,185,"1300 FLORES ST, WEST HOLLYWOOD, CA",-118.371,34.094,2
6414,18554550,04/19/2018 06:00:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
6418,18556152,04/21/2018 03:40:11 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
6430,18457170,01/15/2018 01:00:00 AM,LARCENY THEFT,389,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.084,1
6431,18449499,01/07/2018 02:22:30 PM,LARCENY THEFT,340,"7800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.36,34.09,1
6432,18559676,04/25/2018 03:10:00 AM,DRUNK / ALCOHOL / DRUGS,201,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.386,34.083,2
6563,18635373,07/11/2018 11:26:00 AM,NARCOTICS,185,"WARING AVE AND LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.376,34.085,2
6578,18583565,05/18/2018 06:16:00 PM,NARCOTICS,185,"1100 LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.091,2
6579,18584631,05/20/2018 07:19:00 AM,NARCOTICS,185,"FORMOSA AVE AND ROMAINE ST, WEST HOLLYWOOD, CA  90069",-118.346,34.088,2
6583,18593695,05/29/2018 12:45:00 PM,NARCOTICS,185,"KINGS RD AND ROSEWOOD AVE, WEST HOLLYWOOD, CA  90069",-118.372,34.08,2
6594,18593853,05/29/2018 02:47:00 PM,AGGRAVATED ASSAULT,53,"1200 LA BREA AVE, WEST HOLLYWOOD, CA  90069",-118.344,34.093,1
6791,18746237,11/04/2018 10:10:00 AM,SEX OFFENSES MISDEMEANORS,130,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
6792,18447972,01/05/2018 03:45:00 PM,NARCOTICS,185,"FLORES AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.371,34.09,2
6793,18453626,01/11/2018 09:51:00 AM,NARCOTICS,185,"SANTA MONICA BLVD AND FAIRFAX AVE, WEST HOLLYWOOD, CA  90046",-118.361,34.09,2
6794,18455402,01/12/2018 11:40:00 PM,NARCOTICS,185,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.351,34.092,2
6822,18691797,09/08/2018 04:29:00 PM,NARCOTICS,185,"7600 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.355,34.09,2
6865,18470075,01/27/2018 03:37:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90048",-118.344,34.09,1
6906,18543618,04/10/2018 12:26:00 PM,NARCOTICS,185,"1400 LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.096,2
6907,18551393,04/17/2018 08:30:00 AM,NARCOTICS,185,"1100 POINSETTIA PL, WEST HOLLYWOOD, CA",-118.347,34.092,2
6908,18552410,04/17/2018 11:55:00 PM,NARCOTICS,185,"1200 FULLER AVE, WEST HOLLYWOOD, CA  90046",-118.349,34.093,2
6909,18553355,04/18/2018 07:05:00 PM,NARCOTICS,185,"SUNSET BLVD AND VISTA AVE, WEST HOLLYWOOD, CA",-118.351,34.098,2
6910,18560215,04/25/2018 01:00:00 PM,NARCOTICS,181,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.363,34.09,2
6911,18562798,04/27/2018 08:00:00 PM,WEAPON LAWS,152,"1100 N LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.091,2
6913,18567715,05/03/2018 11:03:00 AM,NARCOTICS,181,"GENESSEE AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.358,34.09,2
6914,18568194,05/03/2018 04:30:00 PM,NARCOTICS,185,"600 SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.081,2
6918,18702867,09/20/2018 06:12:00 AM,ARSON,279,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.084,1
7051,18703701,09/20/2018 11:15:00 PM,WEAPON LAWS,151,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.081,2
7052,18703842,09/21/2018 03:45:00 AM,NARCOTICS,185,"FORMOSA AVE AND LEXINGTON AVE, WEST HOLLYWOOD, CA  90046",-118.346,34.092,2
7053,18704478,09/21/2018 05:30:00 PM,NARCOTICS,183,"7200 FOUNTAIN AVE, WEST HOLLYWOOD, CA  90046",-118.349,34.093,2
7054,18704950,09/22/2018 09:30:00 AM,NARCOTICS,185,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.363,34.09,2
7066,18718778,10/06/2018 04:12:00 PM,NARCOTICS,185,"7700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.357,34.09,2
7067,18723258,10/11/2018 04:34:00 AM,NARCOTICS,185,"CROFT AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.374,34.09,2
7081,18787425,12/18/2018 02:00:00 PM,SEX OFFENSES FELONIES,129,"600 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.383,34.081,2
7082,18760997,11/20/2018 02:00:00 PM,LARCENY THEFT,383,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.386,34.083,1
7098,18650528,07/27/2018 10:00:00 AM,NARCOTICS,185,"1200 N HARPER AVE, WEST HOLLYWOOD, CA",-118.369,34.092,2
7100,18656485,08/02/2018 05:15:00 PM,NARCOTICS,185,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.372,34.09,2
7101,18657695,08/03/2018 10:45:00 PM,NARCOTICS,185,"FORMOSA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.346,34.09,2
7102,18658703,08/05/2018 08:30:00 AM,NARCOTICS,185,"1200 LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.093,2
7103,18672177,08/19/2018 11:41:00 AM,NARCOTICS,181,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.364,34.091,2
7104,18660128,08/06/2018 09:15:00 PM,NARCOTICS,185,"GENESEE AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.358,34.09,2
7105,18660864,08/07/2018 01:10:00 PM,NARCOTICS,185,"FAIRFAX AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.361,34.09,2
7109,18545527,04/12/2018 12:52:30 AM,LARCENY THEFT,340,"900 HAVENHURST DR, WEST HOLLYWOOD, CA",-118.366,34.087,1
7176,18688723,09/05/2018 10:00:00 AM,NARCOTICS,186,"700 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.084,2
7196,18667987,08/15/2018 01:45:00 AM,BURGLARY,71,"8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.38,34.086,1
7198,18670959,08/17/2018 06:15:00 PM,NARCOTICS,185,"SPAULDING AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.357,34.09,2
7207,18673354,08/20/2018 05:51:00 PM,NARCOTICS,181,"1100 KINGS RD, WEST HOLLYWOOD, CA  90069",-118.372,34.091,2
7222,18767942,11/28/2018 11:27:00 PM,NARCOTICS,185,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.368,34.09,2
7223,18770265,12/01/2018 02:10:00 PM,NARCOTICS,185,"8000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.365,34.09,2
7224,18770579,12/01/2018 10:38:00 PM,NARCOTICS,185,"FORMOSA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.346,34.09,2
7225,18770808,12/02/2018 09:56:00 AM,NARCOTICS,185,"LA BREA AVE AND FOUNTAIN AVE, WEST HOLLYWOOD, CA",-118.344,34.094,2
7226,18770876,12/02/2018 11:53:00 AM,NARCOTICS,185,"RAMAGE ST AND KEITH AVE, WEST HOLLYWOOD, CA",-118.387,34.083,2
7227,18771285,12/03/2018 11:58:00 PM,NARCOTICS,185,"DETROIT ST AND FOUNTAIN AVE, WEST HOLLYWOOD, CA  90046",-118.345,34.094,2
7228,18771372,12/03/2018 04:24:00 AM,NARCOTICS,185,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.349,34.091,2
7229,18772249,12/04/2018 12:01:00 AM,NARCOTICS,185,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
7230,18777063,12/09/2018 01:00:00 AM,NARCOTICS,185,"800 LARRABEE ST, WEST HOLLYWOOD, CA  90046",-118.384,34.086,2
7232,18780213,12/12/2018 02:59:00 PM,NARCOTICS,185,"500 ORLANDO AVE, WEST HOLLYWOOD, CA  90046",-118.373,34.08,2
7233,18780235,12/12/2018 03:45:00 PM,NARCOTICS,185,"SANTA MONICA BLVD AND VISTA ST, WEST HOLLYWOOD, CA",-118.352,34.09,2
7234,18781315,12/13/2018 04:45:00 PM,NARCOTICS,185,"LA JOLLA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.368,34.09,2
7235,18781383,12/13/2018 05:39:00 PM,NARCOTICS,185,"FORMOSA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.346,34.09,2
7236,18781684,12/13/2018 11:30:00 PM,NARCOTICS,185,"DE LONGPRE AVE AND LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.096,2
7237,18782807,12/15/2018 08:48:00 AM,NARCOTICS,185,"800 WESTMOUNT DR, WEST HOLLYWOOD, CA",-118.378,34.085,2
7238,18783355,12/15/2018 11:06:00 PM,NARCOTICS,185,"SANTA MONICA BLVD AND LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.09,2
7277,18589584,05/22/2018 10:45:00 PM,LARCENY THEFT,386,"1000 N GARDNER ST, WEST HOLLYWOOD, CA",-118.352,34.09,1
7492,18667584,08/14/2018 05:00:00 PM,LARCENY THEFT,87,"600 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.383,34.081,1
7506,18542046,04/05/2018 09:45:00 AM,BURGLARY,77,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.372,34.09,1
7619,18792572,12/27/2018 09:30:00 AM,NARCOTICS,183,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
7620,18794099,12/29/2018 12:58:00 AM,NARCOTICS,185,"1100 N LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.091,2
7628,18760408,11/20/2018 02:00:00 AM,ROBBERY,47,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
7819,18697865,09/14/2018 05:49:00 PM,WEAPON LAWS,151,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,2
7852,18651254,07/27/2018 08:10:00 PM,LARCENY THEFT,340,"ORANGE GROVE AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.36,34.09,1
7854,18634919,07/10/2018 10:28:00 PM,ROBBERY,35,"1100 ALTA LOMA RD, WEST HOLLYWOOD, CA  90069",-118.377,34.091,1
7918,18720263,10/07/2018 03:00:00 PM,BURGLARY,68,"1200 LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.092,1
8032,18794764,12/30/2018 12:19:30 AM,DRUNK / ALCOHOL / DRUGS,201,"SANTA MONICA BLVD AND KINGS RD, WEST HOLLYWOOD, CA",-118.372,34.09,2
8043,18530074,03/27/2018 07:55:00 AM,WEAPON LAWS,152,"1000 N CURSON AVE, WEST HOLLYWOOD, CA  90046",-118.355,34.089,2
8097,18748688,10/31/2018 11:47:30 PM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90048",-118.385,34.083,1
8104,18608156,06/09/2018 07:27:30 PM,LARCENY THEFT,389,"600 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.082,1
8106,18611743,05/28/2018 04:30:00 PM,LARCENY THEFT,389,"8300 W SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.37,34.095,1
8196,18464099,01/20/2018 03:30:00 PM,LARCENY THEFT,384,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
8297,18621858,06/26/2018 03:30:00 AM,SEX OFFENSES MISDEMEANORS,136,"1000 SAN VICENTE BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.089,2
8312,18574917,05/10/2018 12:40:00 AM,LARCENY THEFT,85,"500 KINGS RD, WEST HOLLYWOOD, CA",-118.372,34.081,1
8383,18541854,04/07/2018 06:30:00 AM,LARCENY THEFT,340,"600 WESTMOUNT DR, WEST HOLLYWOOD, CA  90069",-118.378,34.082,1
8387,18454272,01/11/2018 09:30:00 PM,NON-AGGRAVATED ASSAULTS,144,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.363,34.09,2
8431,18494735,02/12/2018 10:00:00 AM,FORGERY,104,"8200 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.369,34.097,2
8487,18728619,10/16/2018 05:03:00 PM,NON-AGGRAVATED ASSAULTS,144,"8900 DICKS ST, WEST HOLLYWOOD, CA  90069",-118.387,34.085,2
8649,18706787,09/24/2018 03:45:00 PM,LARCENY THEFT,340,"1200 FAIRFAX AVE, WEST HOLLYWOOD, CA",-118.361,34.093,1
8650,18534247,03/31/2018 02:50:00 AM,AGGRAVATED ASSAULT,53,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.344,34.09,1
8945,18661049,08/07/2018 06:14:00 PM,LARCENY THEFT,340,"800 DOHENY DR, WEST HOLLYWOOD, CA",-118.389,34.085,1
8947,18655899,08/02/2018 08:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.378,34.088,2
8954,18720860,09/30/2018 10:54:30 AM,LARCENY THEFT,384,"900 N DOHENY DR, WEST HOLLYWOOD, CA  90069",-118.389,34.088,1
8955,18720862,10/07/2018 12:50:00 AM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
8963,18733913,10/21/2018 01:00:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
9087,18587978,05/23/2018 01:50:00 PM,CRIMINAL HOMICIDE,11,"HILLDALE AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.084,1
9099,18745264,11/03/2018 12:03:00 AM,FELONIES MISCELLANEOUS,330,"1200 LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.093,2
9103,18656851,08/03/2018 01:50:00 AM,DRUNK / ALCOHOL / DRUGS,201,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,2
9183,18771154,12/01/2018 02:00:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
9184,18771159,12/01/2018 02:40:30 PM,LARCENY THEFT,389,"600 N ORLANDO AVE, WEST HOLLYWOOD, CA  90048",-118.373,34.082,1
9185,18771179,12/01/2018 11:42:30 AM,LARCENY THEFT,389,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,1
9187,18772160,12/02/2018 01:45:00 AM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
9188,18772162,12/02/2018 01:30:00 AM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
9192,18772890,10/31/2018 11:22:30 PM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
9228,18459387,12/11/2017 01:00:00 PM,LARCENY THEFT,387,"1200 DETROIT ST, WEST HOLLYWOOD, CA",-118.345,34.093,1
9229,18470656,01/27/2018 12:00:00 PM,LARCENY THEFT,340,"1000 EDINBURGH AVE, WEST HOLLYWOOD, CA",-118.363,34.089,1
9231,18466857,01/23/2018 06:00:00 PM,LARCENY THEFT,83,"8600 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.38,34.091,1
9234,18471049,01/28/2018 09:00:00 PM,LARCENY THEFT,340,"ALMONT DR AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.387,34.082,1
9252,18471417,01/28/2018 10:00:00 PM,LARCENY THEFT,89,"900 N SIERRA BONITA AVE, WEST HOLLYWOOD, CA",-118.354,34.087,1
9257,18471013,01/28/2018 10:10:00 PM,ROBBERY,31,"7400 ROMAINE ST, WEST HOLLYWOOD, CA  90046",-118.352,34.088,1
9273,18745421,11/03/2018 09:45:00 AM,BURGLARY,64,"1000 SPAULDING AVE, WEST HOLLYWOOD, CA  90046",-118.357,34.089,1
